dataset,split,model,seed,bucket,rel_flag,n_events,ece,brier,unc,rel,res
junyi,temporal,dkt,42,medium,R,151597,0.2920961754368725,0.3464890713253331,0.2479340478422991,0.1007282643012272,0.0022931845985398
junyi,temporal,dkt,42,sparse,R,16206,0.3131343578941432,0.3430282672243551,0.2305524360103333,0.1129945913439156,0.0009516800317839
junyi,temporal,dkt,42,very_sparse,R,2545,0.0494248610114301,0.2464996172117866,0.2497828864332004,0.0050697973831475,0.0079629908817381
junyi,temporal,simplekt,42,dense,R,3072767,0.0888931232805241,0.1908863318653058,0.2070404848467111,0.0102479966937337,0.0262219087347644
junyi,temporal,simplekt,42,medium,R,151597,0.155242098037515,0.2623382830176933,0.2479340478422991,0.0298648161493186,0.015395184878913
junyi,temporal,simplekt,42,sparse,R,16206,0.16240918781079,0.2472144962110038,0.2305524360103333,0.0323842309502989,0.0158495641685868
junyi,temporal,simplekt,42,very_sparse,R,2545,0.0840679098557395,0.2536245967524218,0.2497828864332004,0.0155035750616814,0.0105737283414973
xes3g5m,temporal,simplekt,42,dense,R,1191744,0.175566243012263,0.2005512189130015,0.1563376354088056,0.0532222773913115,0.0085495309772727
xes3g5m,temporal,simplekt,42,medium,R,129494,0.28545549682185,0.2994084242627933,0.1691434038109366,0.1348657148180899,0.0043735531341995
xes3g5m,temporal,simplekt,42,sparse,R,10079,0.1404790884037833,0.1491285466157907,0.1201813147117038,0.0391424496149083,0.0098629873778271
xes3g5m,temporal,simplekt,42,very_sparse,R,259426,0.2772708466737459,0.2746991998951918,0.1647976516299919,0.1108116691102307,0.0011249786300547
junyi,temporal,dkt,2026,dense,R,3072767,0.0656694175756988,0.191789760321146,0.2070404848467111,0.0074453722454774,0.022624851466276
junyi,temporal,dkt,2026,medium,R,151597,0.2963496467813913,0.3458863046148167,0.2479340478422991,0.1019104394346496,0.0037749342408737
junyi,temporal,dkt,2026,sparse,R,16206,0.305095022157793,0.3320891619377266,0.2305524360103333,0.1050472931321947,0.0034988009249668
junyi,temporal,dkt,2026,very_sparse,R,2545,0.0124623949846255,0.2521356705023422,0.2497828864332004,0.0025190234367484,0.0015287966469769
junyi,temporal,dkt,2027,dense,R,3072767,0.0652862218453546,0.1914544229155622,0.2070404848467111,0.0072509698708222,0.0227858873214914
junyi,temporal,dkt,2027,medium,R,151597,0.3003058609946989,0.3488026028580728,0.2479340478422991,0.1043239119032201,0.0033597682063483
junyi,temporal,dkt,2027,sparse,R,16206,0.3158702164623833,0.3432631966001628,0.2305524360103333,0.1148912812371262,0.002297269379516
junyi,temporal,dkt,2027,very_sparse,R,2545,0.0600978406801205,0.2495857689577409,0.2497828864332004,0.0054813845460045,0.005470112070148
xes3g5m,temporal,dkt,2026,dense,R,1191744,0.1264963862219369,0.1738803202997272,0.1563376354088056,0.0282991807891705,0.0107122464028042
xes3g5m,temporal,dkt,2026,medium,R,129494,0.2271887228483688,0.2375815331368747,0.1691434038109366,0.0808712247396883,0.0119044586922491
xes3g5m,temporal,dkt,2026,sparse,R,10079,0.1512884104583551,0.1581156205264776,0.1201813147117038,0.0388885899920193,0.0008098206808791
xes3g5m,temporal,dkt,2026,very_sparse,R,259426,0.2749146123999583,0.2490574201751805,0.1647976516299919,0.0865093035949385,0.0026681340539759
xes3g5m,temporal,dkt,2024,dense,R,1191744,0.1399124435953381,0.1851777746805496,0.1563376354088056,0.037555372774131,0.0087010318923445
xes3g5m,temporal,dkt,2024,medium,R,129494,0.3234828758284274,0.3229090786128695,0.1691434038109366,0.1570955011473122,0.0027850981721221
xes3g5m,temporal,dkt,2024,sparse,R,10079,0.1295424097885226,0.1364157440378542,0.1201813147117038,0.0214393726130343,0.0049400589590492
xes3g5m,temporal,dkt,2024,very_sparse,R,259426,0.2632203401763247,0.2432302093492329,0.1647976516299919,0.0795502903285945,0.0014325179806214
xes3g5m,temporal,dkt,2025,dense,R,1191744,0.1359856042525834,0.1826352400059576,0.1563376354088056,0.0353528502397824,0.0089566991943716
xes3g5m,temporal,dkt,2025,medium,R,129494,0.3001789014170968,0.305884504742981,0.1691434038109366,0.1435089828521659,0.0060462018950108
xes3g5m,temporal,dkt,2025,sparse,R,10079,0.1481828699182535,0.1580314966130864,0.1201813147117038,0.0438935608198093,0.0055557873013775
xes3g5m,temporal,dkt,2025,very_sparse,R,259426,0.2710950238275664,0.2415697218706941,0.1647976516299919,0.0786564165402816,0.0019267860270709
xes3g5m,temporal,dkt,2027,dense,R,1191744,0.1343926945720372,0.180608192872757,0.1563376354088056,0.0333333300726348,0.0090850028568406
xes3g5m,temporal,dkt,2027,medium,R,129494,0.3321049349189036,0.3352476456472618,0.1691434038109366,0.1699201607981292,0.0031152708306344
xes3g5m,temporal,dkt,2027,sparse,R,10079,0.2068507185244969,0.1966748522735871,0.1201813147117038,0.0765212290838177,0.0004492125767481
xes3g5m,temporal,dkt,2027,very_sparse,R,259426,0.2753747262033221,0.2476526444199473,0.1647976516299919,0.0833036631649124,0.0006075789885548
junyi,temporal,dkt,2024,dense,R,3072767,0.058995591171304,0.1895876088850096,0.2070404848467111,0.0062439107601556,0.0236084657781406
junyi,temporal,dkt,2024,medium,R,151597,0.2921829651978567,0.3435500524994062,0.2479340478422991,0.0994964283554105,0.0036999949550829
junyi,temporal,dkt,2024,sparse,R,16206,0.2944277870000021,0.3289234586723122,0.2305524360103333,0.1031918831800065,0.0046924073722675
junyi,temporal,dkt,2024,very_sparse,R,2545,0.0801375031354151,0.2555818870807864,0.2497828864332004,0.0083189146141279,0.0046447382338492
junyi,temporal,dkt,2025,dense,R,3072767,0.0652383672855745,0.1913588794486395,0.2070404848467111,0.0071485884543023,0.0227725509550888
junyi,temporal,dkt,2025,medium,R,151597,0.2958031618135238,0.3465017204547409,0.2479340478422991,0.1021551391138732,0.0035522540430591
junyi,temporal,dkt,2025,sparse,R,16206,0.2989821712151653,0.3293461566769325,0.2305524360103333,0.1025196968095544,0.0038346059903783
junyi,temporal,dkt,2025,very_sparse,R,2545,0.0278887308533861,0.2470689045894929,0.2497828864332004,0.0028922792841227,0.0062071864903654
junyi,temporal,simplekt,2024,dense,R,3072767,0.1021249302643687,0.1968449951052922,0.2070404848467111,0.0148612983265764,0.0249829670089597
junyi,temporal,simplekt,2024,medium,R,151597,0.1583963766498812,0.2638111241175986,0.2479340478422991,0.0313353450499899,0.0153276480263177
junyi,temporal,simplekt,2024,sparse,R,16206,0.2346235872378622,0.2988050351060335,0.2305524360103333,0.0717146367160017,0.0040918136463713
junyi,temporal,simplekt,2024,very_sparse,R,2545,0.0163619048703162,0.254574871856645,0.2497828864332004,0.004489286818362,0.0030764048899946
junyi,temporal,simplekt,2025,dense,R,3072767,0.0987455708016337,0.1946559263010953,0.2070404848467111,0.0132283416056231,0.0255078386672995
junyi,temporal,simplekt,2025,medium,R,151597,0.1559245964852548,0.2610979663359672,0.2479340478422991,0.0304544924315549,0.0171642716481552
junyi,temporal,simplekt,2025,sparse,R,16206,0.17805060116003,0.2587339686149115,0.2305524360103333,0.0417676763860334,0.0136936107670755
junyi,temporal,simplekt,2025,very_sparse,R,2545,0.0373418698961936,0.2487671011205575,0.2497828864332004,0.0089302752538256,0.0099067560373492
junyi,temporal,simplekt,2026,dense,R,3072767,0.1003260697187633,0.1956900887281262,0.2070404848467111,0.0138834027478523,0.0251118338861272
junyi,temporal,simplekt,2026,medium,R,151597,0.1534054939844376,0.26217355700606,0.2479340478422991,0.0303688397272928,0.0161644604283167
junyi,temporal,simplekt,2026,sparse,R,16206,0.2064433130115981,0.2781517198090525,0.2305524360103333,0.0541760387148433,0.0064547493567501
junyi,temporal,simplekt,2026,very_sparse,R,2545,0.0604247994413544,0.2512610817029628,0.2497828864332004,0.0104896971075975,0.0080399217161907
junyi,temporal,simplekt,2027,dense,R,3072767,0.1057075683072565,0.1980361463405173,0.2070404848467111,0.0156404345124324,0.0245716752349428
junyi,temporal,simplekt,2027,medium,R,151597,0.1533120546890264,0.2625560196689619,0.2479340478422991,0.0295459804616359,0.0148426400465644
junyi,temporal,simplekt,2027,sparse,R,16206,0.2075825281004873,0.2751921774079062,0.2305524360103333,0.051601383796256,0.0070481538201572
junyi,temporal,simplekt,2027,very_sparse,R,2545,0.0167721085557769,0.2487707560349555,0.2497828864332004,0.0029470061025889,0.0026416564051094
xes3g5m,temporal,simplekt,2024,dense,R,1191744,0.1780939177959229,0.2037280637941193,0.1563376354088056,0.0559958065035703,0.00837124840356
xes3g5m,temporal,simplekt,2024,medium,R,129494,0.2829797955799257,0.2883423206484878,0.1691434038109366,0.1246294072794226,0.0052676400790246
xes3g5m,temporal,simplekt,2024,sparse,R,10079,0.1477942287967891,0.1533570333375017,0.1201813147117038,0.038948494389451,0.0052589584957945
xes3g5m,temporal,simplekt,2024,very_sparse,R,259426,0.2786982064919436,0.2510618210242331,0.1647976516299919,0.0877251618286322,0.0015470544617092
xes3g5m,temporal,simplekt,2025,dense,R,1191744,0.1780769997812709,0.2042106882115119,0.1563376354088056,0.0557889983391563,0.0075754500416745
xes3g5m,temporal,simplekt,2025,medium,R,129494,0.2400538068563125,0.2522152004299551,0.1691434038109366,0.092259634807445,0.008635605482058
xes3g5m,temporal,simplekt,2025,sparse,R,10079,0.1720778031784032,0.178469943946983,0.1201813147117038,0.0668337578455,0.0080730476466475
xes3g5m,temporal,simplekt,2025,very_sparse,R,259426,0.2618088983040593,0.243861056868254,0.1647976516299919,0.0796790691757603,0.0009826488075741
xes3g5m,temporal,simplekt,2026,dense,R,1191744,0.1731299166888318,0.2011203782672722,0.1563376354088056,0.0542732754455244,0.0091316662927176
xes3g5m,temporal,simplekt,2026,medium,R,129494,0.3119138769615495,0.3155016347771526,0.1691434038109366,0.1517154792313294,0.005049832737049
xes3g5m,temporal,simplekt,2026,sparse,R,10079,0.1645950906643664,0.1716901523578915,0.1201813147117038,0.0591059176864185,0.0071314535369502
xes3g5m,temporal,simplekt,2026,very_sparse,R,259426,0.2479478447282607,0.2277932014045577,0.1647976516299919,0.0658614989215609,0.0028350571706488
xes3g5m,temporal,simplekt,2027,dense,R,1191744,0.1738497701590735,0.2015256685781104,0.1563376354088056,0.0545709348178516,0.0089888766377946
xes3g5m,temporal,simplekt,2027,medium,R,129494,0.3061795318254523,0.3107257723408022,0.1691434038109366,0.1451462176226446,0.0031578735944442
xes3g5m,temporal,simplekt,2027,sparse,R,10079,0.1580358839839139,0.1672728204874258,0.1201813147117038,0.0549130970862385,0.0075298408411227
xes3g5m,temporal,simplekt,2027,very_sparse,R,259426,0.2479510315033919,0.2315233820626941,0.1647976516299919,0.0698270724294072,0.0033042003326987
assist2012,learner_based,irt_1pl,2026,dense,R,521974,0.0035496453638377,0.2100959323355107,0.2100833323533017,1.2599982209014675e-05,0.0
assist2012,learner_based,irt_1pl,2026,medium,R,6280,0.1785667558996754,0.2815736750585281,0.2496875887459937,0.0318860863125342,0.0
assist2012,learner_based,irt_1pl,2026,sparse,L,407,0.0377652566586858,0.226311363328569,0.2248851487180725,0.0014262146104964,0.0
assist2012,learner_based,irt_1pl,2026,very_sparse,I,20,0.3462419151353443,0.3473834637965911,0.2274999999999999,0.1198834637965909,0.0
junyi,learner_based,irt_1pl,2026,dense,R,3241826,0.000612153545148,0.2084751300819897,0.2084747553500269,3.74731962837384e-07,0.0
junyi,learner_based,irt_1pl,2026,medium,R,2668,0.1300768296939617,0.2615780592560797,0.2446580776328477,0.0169199816232319,0.0
xes3g5m,learner_based,irt_1pl,2026,dense,R,1270246,0.1524677428430051,0.1864880825321441,0.1632416699245033,0.0232464126076407,0.0
xes3g5m,learner_based,irt_1pl,2026,medium,R,12639,0.1385198035405955,0.1904515269404926,0.1712637909675674,0.0191877359729251,0.0
xes3g5m,learner_based,irt_1pl,2026,sparse,R,1902,0.1071314290160966,0.1993708428909701,0.1878936998079391,0.0114771430830309,0.0
xes3g5m,learner_based,irt_1pl,2026,very_sparse,I,90,0.0801422947714418,0.2070400713618499,0.2006172839506173,0.0064227874112326,0.0
assist2012,learner_based,irt_1pl,2027,dense,R,509775,0.0028230070085607,0.2104801101034667,0.2104721407348963,7.969368570383124e-06,0.0
assist2012,learner_based,irt_1pl,2027,medium,R,5756,0.1598569316704589,0.2742484132408165,0.2486941746377228,0.0255542386030937,0.0
assist2012,learner_based,irt_1pl,2027,sparse,L,337,0.0283373510187122,0.2226945427660711,0.2218915373033134,0.0008030054627577,0.0
assist2012,learner_based,irt_1pl,2027,very_sparse,I,21,0.1721836135593367,0.2790803033543146,0.2494331065759637,0.029647196778351,0.0
junyi,learner_based,irt_1pl,2027,dense,R,3159173,0.0030663664336318,0.207708942631161,0.2076995400280557,9.402603105304388e-06,0.0
junyi,learner_based,irt_1pl,2027,medium,R,4375,0.1087758183768502,0.253028377847227,0.2411961991836734,0.0118321786635535,0.0
xes3g5m,learner_based,irt_1pl,2027,dense,R,1271065,0.1522857130056564,0.1867265367814595,0.1635355983958183,0.0231909383856411,0.0
xes3g5m,learner_based,irt_1pl,2027,medium,R,12805,0.1391042638120665,0.1904638094068979,0.1711138131962009,0.019349996210697,0.0
xes3g5m,learner_based,irt_1pl,2027,sparse,R,1865,0.1067628840938139,0.1996334045944069,0.1882350911743777,0.0113983134200291,0.0
xes3g5m,learner_based,irt_1pl,2027,very_sparse,L,127,0.0905208794918424,0.2042384217127609,0.1960443920887841,0.0081940296239766,0.0
assist2012,learner_based,dkt,2026,dense,R,521974,0.0612800370265309,0.1930793930737185,0.2100833323533017,0.0054888940214611,0.0223149764658781
assist2012,learner_based,dkt,2026,medium,R,6280,0.1866725470913763,0.2421862088299624,0.2496875887459937,0.0399206320397348,0.0458619999195263
assist2012,learner_based,dkt,2026,sparse,L,407,0.2272810499435755,0.2403234026091751,0.2248851487180725,0.060168073896381,0.0440214460930182
assist2012,learner_based,dkt,2026,very_sparse,I,20,0.2072195989123429,0.1574986230775423,0.2274999999999999,0.0905495528243284,0.15875
assist2012,learner_based,dkt,2027,dense,R,509775,0.063507852327183,0.1945826923716201,0.2104721407348963,0.0060109530744358,0.0216726671061865
assist2012,learner_based,dkt,2027,medium,R,5756,0.1883596315108433,0.2385883255130207,0.2486941746377228,0.0383209353857488,0.0477426237321006
assist2012,learner_based,dkt,2027,sparse,L,337,0.2411105479875489,0.2510393947800823,0.2218915373033134,0.0722923093946299,0.0420755361138391
assist2012,learner_based,dkt,2027,very_sparse,I,21,0.2056018660404809,0.2031787954796461,0.2494331065759637,0.0979641629999678,0.1414965986394558
junyi,learner_based,dkt,2026,dense,R,3241826,0.0389709338952589,0.1815092286378379,0.2084747553500269,0.0022475548620322,0.0289891372327528
junyi,learner_based,dkt,2026,medium,R,2668,0.267002071134262,0.3263623818259746,0.2446580776328477,0.0862961432120322,0.004722633500996
junyi,learner_based,dkt,2027,dense,R,3159173,0.0357192300366999,0.1798748916459707,0.2076995400280557,0.0019291181596695,0.0295181224670871
junyi,learner_based,dkt,2027,medium,R,4375,0.2590267865884085,0.3072692080236242,0.2411961991836734,0.0767444727068598,0.0098097662619507
xes3g5m,learner_based,dkt,2026,dense,R,1270246,0.0408168397459281,0.1242708931120246,0.1632416699245033,0.0029481875491606,0.0413739939828532
xes3g5m,learner_based,dkt,2026,medium,R,12639,0.1107116925634706,0.1353084556850593,0.1712637909675674,0.0182704023367629,0.0530173745645602
xes3g5m,learner_based,dkt,2026,sparse,R,1902,0.1327141887875912,0.1478846775487264,0.1878936998079391,0.0208223539459152,0.0593772832191386
xes3g5m,learner_based,dkt,2026,very_sparse,I,90,0.2244464625268263,0.2232014206731962,0.2006172839506173,0.0788379655527354,0.0555338964695689
xes3g5m,learner_based,dkt,2027,dense,R,1271065,0.0418902613275119,0.1244702664692108,0.1635355983958183,0.0032053226829394,0.0417339448272494
xes3g5m,learner_based,dkt,2027,medium,R,12805,0.1123882047124754,0.1334482362687182,0.1711138131962009,0.0188195256287909,0.0551208968173652
xes3g5m,learner_based,dkt,2027,sparse,R,1865,0.1413767801173586,0.1539949901518339,0.1882350911743777,0.0278549569182791,0.0612387788968151
xes3g5m,learner_based,dkt,2027,very_sparse,L,127,0.2409009635660911,0.2214332303712961,0.1960443920887841,0.0873908308087196,0.0593295735463651
assist2012,learner_based,simplekt,2026,dense,R,521974,0.1043526999437074,0.2088425959558206,0.2100833323533017,0.0179483302743714,0.0191041967562245
assist2012,learner_based,simplekt,2026,medium,R,6280,0.1590358667487961,0.2329583191250119,0.2496875887459937,0.0288437913121864,0.0453540996820492
assist2012,learner_based,simplekt,2026,sparse,L,407,0.2127722862164387,0.23865198732533,0.2248851487180725,0.0542935992818988,0.039835054175374
assist2012,learner_based,simplekt,2026,very_sparse,I,20,0.2557992930934333,0.2159540018738919,0.2274999999999999,0.0685740530602417,0.0785714285714285
assist2012,learner_based,simplekt,2027,dense,R,509775,0.1054060072197977,0.2098963826056343,0.2104721407348963,0.0183720131588429,0.0188740763517044
assist2012,learner_based,simplekt,2027,medium,R,5756,0.1464090376759468,0.2208038401675248,0.2486941746377228,0.025011024645799,0.0520406776088646
assist2012,learner_based,simplekt,2027,sparse,L,337,0.2542188417196951,0.2610737308002483,0.2218915373033134,0.0741700274279112,0.0325444231139228
assist2012,learner_based,simplekt,2027,very_sparse,I,21,0.2748916546978372,0.2682404789645583,0.2494331065759637,0.0998586462383986,0.0820449391877963
junyi,learner_based,simplekt,2026,dense,R,3241826,0.0912625192790139,0.1937670274934942,0.2084747553500269,0.0120502261448744,0.0266774609057539
junyi,learner_based,simplekt,2026,medium,R,2668,0.1135642274687446,0.2383615161792446,0.2446580776328477,0.0169443982827143,0.0235605884663577
junyi,learner_based,simplekt,2027,dense,R,3159173,0.0822310306033957,0.1900788824616931,0.2076995400280557,0.0094851020126983,0.0269953688881873
junyi,learner_based,simplekt,2027,medium,R,4375,0.1230075074876525,0.2359160884653648,0.2411961991836734,0.0184714490970511,0.0241217690065786
xes3g5m,learner_based,simplekt,2026,dense,R,1270246,0.1144665539752531,0.1575785556275106,0.1632416699245033,0.0187285092603704,0.0235363553089616
xes3g5m,learner_based,simplekt,2026,medium,R,12639,0.1133303879490017,0.1366255004739565,0.1712637909675674,0.0154407213350589,0.0488622791131122
xes3g5m,learner_based,simplekt,2026,sparse,R,1902,0.1154375068501935,0.1413287015548638,0.1878936998079391,0.0187654260134076,0.0642656650945758
xes3g5m,learner_based,simplekt,2026,very_sparse,I,90,0.1862351184563229,0.1701563576011109,0.2006172839506173,0.0464412147619641,0.0760718294051627
xes3g5m,learner_based,simplekt,2027,dense,R,1271065,0.11554137484133195,0.15799195832771556,0.16353559839581835,0.0187967295423405,0.023506054686092105
xes3g5m,learner_based,simplekt,2027,medium,R,12805,0.1169583181183786,0.1389234858864379,0.17111381319620092,0.018715045262933935,0.049607867439878925
xes3g5m,learner_based,simplekt,2027,sparse,R,1865,0.13466202018196177,0.15391960015173933,0.18823509117437773,0.02512031922503396,0.058057882385553775
xes3g5m,learner_based,simplekt,2027,very_sparse,L,127,0.19537814953926458,0.17225053419331549,0.19604439208878416,0.054295404787687754,0.07729175365110638
